0.8421052631578951, 0.19169960474308304, 0.5721925133689839, 0.25773195876288657, 0.6195652173913043, 0.6275862068965518, 0.5738396624472573, 0.28301886792452835, 0.5930599369085173, 0.3720136518771331, 0.45528455284552855, 0.9706959706959706, 0.5613409415121255; 1.0, 0.0, 0.0
0.5710526315789473, 0.20553359683794467, 0.41711229946524064, 0.030927835051546393, 0.32608695652173914, 0.5758620689655173, 0.5105485232067509, 0.2452830188679245, 0.2744479495268139, 0.26450511945392485, 0.4634146341463415, 0.7802197802197801, 0.5506419400855921; 1.0, 0.0, 0.0
0.6868421052631581, 0.46640316205533605, 0.6417112299465241, 0.2371134020618556, 0.5000000000000001, 0.5931034482758621, 0.5675105485232066, 0.07547169811320756, 0.3943217665615142, 0.325938566552901, 0.39024390243902435, 0.7655677655677655, 0.40442225392296727; 1.0, 0.0, 0.0
0.7105263157894739, 0.15019762845849807, 0.716577540106952, 0.6134020618556701, 0.3369565217391305, 0.6965517241379311, 0.6139240506329113, 0.3018867924528301, 0.6214511041009463, 0.37713310580204773, 0.5772357723577235, 0.5274725274725274, 0.7182596291012839; 1.0, 0.0, 0.0
0.5315789473684216, 0.20355731225296445, 0.39572192513368976, 0.3298969072164949, 0.4021739130434784, 0.6965517241379311, 0.561181434599156, 0.28301886792452835, 0.5110410094637223, 0.32081911262798635, 0.3252032520325204, 0.7619047619047619, 0.43295292439372324; 1.0, 0.0, 0.0
0.7078947368421056, 0.13636363636363638, 0.6096256684491977, 0.31443298969072164, 0.4130434782608695, 0.8344827586206898, 0.7025316455696201, 0.11320754716981132, 0.5141955835962145, 0.4709897610921502, 0.3333333333333333, 0.5860805860805862, 0.7182596291012839; 1.0, 0.0, 0.0
0.3526315789473684, 0.09288537549407117, 0.6417112299465241, 0.38659793814432997, 0.30434782608695665, 0.496551724137931, 0.48734177215189867, 0.4528301886792453, 0.526813880126183, 0.2832764505119454, 0.5772357723577235, 0.3772893772893772, 0.2853067047075606; 0.0, 1.0, 0.0
0.2131578947368422, 0.4249011857707511, 0.4652406417112299, 0.38144329896907214, 0.4565217391304349, 0.2551724137931035, 0.20675105485232065, 0.5660377358490566, 0.17034700315457413, 0.11689419795221842, 0.39024390243902435, 0.45787545787545786, 0.15834522111269614; 0.0, 1.0, 0.0
0.331578947368421, 0.4130434782608696, 0.4598930481283422, 0.38144329896907214, 0.19565217391304357, 0.5068965517241381, 0.40295358649789026, 0.22641509433962262, 0.49842271293375395, 0.07423208191126279, 0.5447154471544715, 0.7435897435897436, 0.008559201141226797; 0.0, 1.0, 0.0
0.331578947368421, 0.13241106719367587, 0.3315508021390373, 0.27835051546391754, 0.16304347826086962, 0.5413793103448276, 0.45569620253164556, 0.3018867924528301, 0.42902208201892744, 0.13822525597269622, 0.6097560975609757, 0.5384615384615385, 0.10699001426533525; 0.0, 1.0, 0.0
